CustomerId,recency,frequency,total_amount,cluster,is_high_risk
CustomerId_2787,29,33,23000.0,1,0
CustomerId_2788,40,1,20000.0,0,1
CustomerId_2790,58,4,980.0,0,1
CustomerId_2791,31,1,2000.0,1,0
CustomerId_2793,1,89,166765.75,1,0
CustomerId_2794,20,5,20000.0,1,0
CustomerId_2796,71,1,1000.0,0,1
CustomerId_2797,18,24,227873.0,1,0
CustomerId_2798,4,46,32885.0,1,0
CustomerId_2799,83,2,950.0,0,1
CustomerId_2800,12,9,40000.0,1,0
CustomerId_2801,47,5,19000.0,0,1
CustomerId_2802,4,49,108865.0,1,0
CustomerId_2803,25,9,3960.0,1,0
CustomerId_2804,16,1,10000.0,1,0
CustomerId_2806,68,4,188.0,0,1
CustomerId_2807,66,29,134914.0,0,1
CustomerId_2808,2,12,12175.0,1,0
CustomerId_2809,6,71,123270.6,1,0
CustomerId_2810,57,5,320000.0,0,1
CustomerId_2811,69,1,4000.0,0,1
CustomerId_2812,16,2,25000.0,1,0
CustomerId_2815,7,64,38535.0,1,0
CustomerId_2816,2,225,235333.4,1,0
CustomerId_2817,8,1,-10000.0,1,0
CustomerId_2818,8,94,173967.5,1,0
CustomerId_2820,6,15,-109909.0,1,0
CustomerId_2822,17,15,146500.0,1,0
CustomerId_2824,47,6,19000.0,0,1
CustomerId_2825,14,4,8900.0,1,0
CustomerId_2826,46,1,14000.0,0,1
CustomerId_2827,10,1,10000.0,1,0
CustomerId_2828,1,18,65000.0,1,0
CustomerId_2829,60,7,16000.0,0,1
CustomerId_2831,61,11,34000.0,0,1
CustomerId_2832,62,2,75000.0,0,1
CustomerId_2833,44,2,9378.0,0,1
CustomerId_2834,67,1,-1000.0,0,1
CustomerId_2835,6,9,362750.0,1,0
CustomerId_2836,5,19,75000.0,1,0
CustomerId_2838,22,47,40622.32,1,0
CustomerId_2839,19,4,2900.0,1,0
CustomerId_2840,65,1,2000.0,0,1
CustomerId_2841,20,1,500.0,1,0
CustomerId_2843,2,12,19990.0,1,0
CustomerId_2844,23,23,121230.0,1,0
CustomerId_2845,5,133,719049.0,1,0
CustomerId_2846,3,146,260191.0,1,0
CustomerId_2847,43,4,48500.0,0,1
CustomerId_2849,6,12,236226.0,1,0
CustomerId_2850,44,8,15308.0,0,1
CustomerId_2851,61,1,800.0,0,1
CustomerId_2852,1,121,615808.0,1,0
CustomerId_2853,48,6,5700.0,0,1
CustomerId_2854,5,23,19725.0,1,0
CustomerId_2855,12,10,60000.0,1,0
CustomerId_2857,1,46,33010.0,1,0
CustomerId_2858,6,29,93400.0,1,0
CustomerId_2859,8,147,197124.72,1,0
CustomerId_2860,84,2,2000.0,0,1
CustomerId_2862,17,16,85778.0,1,0
CustomerId_2864,19,6,20000.0,1,0
CustomerId_2865,41,1,1000.0,0,1
CustomerId_2866,1,39,77380.0,1,0
CustomerId_2868,52,2,1015.0,0,1
CustomerId_2869,8,1,1000.0,1,0
CustomerId_2870,4,2,4900.0,1,0
CustomerId_2871,26,16,18370.0,1,0
CustomerId_2872,54,6,19000.0,0,1
CustomerId_2874,18,1,1000.0,1,0
CustomerId_2875,33,1,10000.0,1,0
CustomerId_2876,10,399,1703040.0,1,0
CustomerId_2877,34,17,3899000.0,1,0
CustomerId_2878,6,9,40000.0,1,0
CustomerId_2879,1,28,18760.0,1,0
CustomerId_2880,61,1,10000.0,0,1
CustomerId_2881,6,4,4950.0,1,0
CustomerId_2883,1,82,325949.6,1,0
CustomerId_2884,9,9,4068.25,1,0
CustomerId_2885,32,3,95500.0,1,0
CustomerId_2886,6,18,77000.0,1,0
CustomerId_2887,13,5,8800.0,1,0
CustomerId_2888,6,5,20000.0,1,0
CustomerId_2889,45,53,2415833.0,0,1
CustomerId_2890,19,5,20000.0,1,0
CustomerId_2892,1,1,5000.0,1,0
CustomerId_2893,25,3,46357.5,1,0
CustomerId_2894,38,14,391000.0,0,1
CustomerId_2895,3,27,63885.0,1,0
CustomerId_2896,45,2,32000.0,0,1
CustomerId_2898,59,2,950.0,0,1
CustomerId_2900,83,1,2000.0,0,1
CustomerId_2901,61,2,160000.0,0,1
CustomerId_2902,16,16,61000.0,1,0
CustomerId_2904,19,6,29000.0,1,0
CustomerId_2906,75,1,1000.0,0,1
CustomerId_2907,27,20,32815.0,1,0
CustomerId_2908,65,29,60846.0,0,1
CustomerId_2909,38,1,500.0,0,1
CustomerId_2910,10,7,4105.0,1,0
CustomerId_2911,17,73,56328.0,1,0
CustomerId_2912,7,1,5000.0,1,0
CustomerId_2913,1,25,51950.0,1,0
CustomerId_2914,32,10,133108.0,1,0
CustomerId_2915,25,10,143188.0,1,0
CustomerId_2917,19,36,176556.0,1,0
CustomerId_2918,23,5,6140.0,1,0
CustomerId_2919,5,5,20000.0,1,0
CustomerId_2920,43,3,-510.0,0,1
CustomerId_2921,7,23,86600.0,1,0
CustomerId_2922,12,5,20000.0,1,0
CustomerId_2923,16,30,48860.0,1,0
CustomerId_2924,84,1,500.0,0,1
CustomerId_2925,85,1,5000.0,0,1
CustomerId_2926,7,25,47700.0,1,0
CustomerId_2927,83,1,5000.0,0,1
CustomerId_2928,76,1,10000.0,0,1
CustomerId_2930,5,5,20000.0,1,0
CustomerId_2931,43,4,-10.0,0,1
CustomerId_2932,1,30,52540.0,1,0
CustomerId_2933,61,15,1424000.0,0,1
CustomerId_2934,12,13,75500.0,1,0
CustomerId_2935,8,9,9500.0,1,0
CustomerId_2936,3,18,30730.0,1,0
CustomerId_2937,32,7,4900.0,1,0
CustomerId_2938,44,6,69200.0,0,1
CustomerId_2939,4,39,492348.0,1,0
CustomerId_2940,13,12,35050.0,1,0
CustomerId_2941,28,27,245500.0,1,0
CustomerId_2943,2,26,77778.0,1,0
CustomerId_2944,27,1,1000.0,1,0
CustomerId_2945,72,12,46570.0,0,1
CustomerId_2946,47,6,18800.0,0,1
CustomerId_2947,36,1,10000.0,1,0
CustomerId_2948,7,1,2000.0,1,0
CustomerId_2949,73,3,15000.0,0,1
CustomerId_2950,22,13,73895.0,1,0
CustomerId_2953,16,22,-545.0,1,0
CustomerId_2954,2,3,120000.0,1,0
CustomerId_2955,5,7,7850.0,1,0
CustomerId_2956,86,24,78440.0,0,1
CustomerId_2957,2,24,312115.0,1,0
CustomerId_2959,5,22,63374.0,1,0
CustomerId_2961,2,41,32355.0,1,0
CustomerId_2962,15,19,99108.0,1,0
CustomerId_2963,1,143,316310.4,1,0
CustomerId_2965,46,8,61000.0,0,1
CustomerId_2966,1,1,9000.0,1,0
CustomerId_2968,33,6,20000.0,1,0
CustomerId_2969,13,4,3875.0,1,0
CustomerId_2970,10,24,46200.0,1,0
CustomerId_2971,12,5,20000.0,1,0
CustomerId_2972,50,9,2325.0,0,1
CustomerId_2973,2,60,124110.0,1,0
CustomerId_2974,72,2,2850.0,0,1
CustomerId_2975,1,43,36410.0,1,0
CustomerId_2977,1,97,128319.0,1,0
CustomerId_2979,60,3,74000.0,0,1
CustomerId_2980,5,5,20000.0,1,0
CustomerId_2981,5,84,235605.1,1,0
CustomerId_2982,36,1,1000.0,1,0
CustomerId_2983,38,1,1500.0,0,1
CustomerId_2984,86,2,980.0,0,1
CustomerId_2985,8,3,900.0,1,0
CustomerId_2986,22,12,79908.0,1,0
CustomerId_2987,9,45,142470.0,1,0
CustomerId_2988,71,1,2000.0,0,1
CustomerId_2989,25,1,2000.0,1,0
CustomerId_2991,6,17,80000.0,1,0
CustomerId_2992,33,7,20000.0,1,0
CustomerId_2993,5,14,59775.0,1,0
CustomerId_2994,1,22,37025.0,1,0
CustomerId_2995,12,5,20000.0,1,0
CustomerId_2996,1,19,59996.0,1,0
CustomerId_2997,41,13,10800.0,0,1
CustomerId_3,84,1,-10000.0,0,1
CustomerId_3000,7,69,91700.0,1,0
CustomerId_3001,39,4,500.0,0,1
CustomerId_3002,1,34,44895.0,1,0
CustomerId_3003,15,15,42145.0,1,0
CustomerId_3004,16,1,1000.0,1,0
CustomerId_3005,56,7,1490.0,0,1
CustomerId_3007,36,6,26960.0,1,0
CustomerId_3008,19,74,354525.6,1,0
CustomerId_3009,26,40,13900.0,1,0
CustomerId_3011,1,39,338979.0,1,0
CustomerId_3012,12,5,19000.0,1,0
CustomerId_3013,1,50,45035.0,1,0
CustomerId_3014,56,1,500.0,0,1
CustomerId_3015,2,3,-20.0,1,0
CustomerId_3016,9,1,120000.0,1,0
CustomerId_3020,89,3,990.0,0,1
CustomerId_3022,5,106,843299.0,1,0
CustomerId_3026,75,4,7000.0,0,1
CustomerId_3027,35,2,101000.0,1,0
CustomerId_3030,1,137,787899.5,1,0
CustomerId_3031,49,11,5425.0,0,1
CustomerId_3032,41,1,500.0,0,1
CustomerId_3033,26,8,6900.0,1,0
CustomerId_3034,16,110,80880.0,1,0
CustomerId_3035,6,66,156795.0,1,0
CustomerId_3036,2,43,50325.0,1,0
CustomerId_3037,53,1,50000.0,0,1
CustomerId_3038,5,3,3000.0,1,0
CustomerId_3040,83,4,7000.0,0,1
CustomerId_3041,5,90,495229.5,1,0
CustomerId_3042,90,1,5000.0,0,1
CustomerId_3043,38,13,14810.0,0,1
CustomerId_3044,3,14,-4465.0,1,0
CustomerId_3045,62,2,160000.0,0,1
CustomerId_3046,6,6,20000.0,1,0
CustomerId_3047,47,5,19000.0,0,1
CustomerId_3048,8,77,138619.0,1,0
CustomerId_3049,60,5,314000.0,0,1
CustomerId_3050,51,1,20000.0,0,1
CustomerId_3051,6,13,60000.0,1,0
CustomerId_3052,62,12,10700.0,0,1
CustomerId_3053,3,1,100000.0,1,0
CustomerId_3054,25,19,19580.0,1,0
CustomerId_3057,35,8,4500.0,1,0
CustomerId_3058,83,28,75580.0,0,1
CustomerId_3061,1,14,60000.0,1,0
CustomerId_3062,54,1,500.0,0,1
CustomerId_3063,60,10,319000.0,0,1
CustomerId_3064,1,23,80000.0,1,0
CustomerId_3066,1,612,1119116.0,1,0
CustomerId_3067,16,1,2000.0,1,0
CustomerId_3068,55,18,37795.0,0,1
CustomerId_3069,73,1,1000.0,0,1
CustomerId_3072,12,4,10000.0,1,0
CustomerId_3073,63,11,9830.0,0,1
CustomerId_3074,1,22,100000.0,1,0
CustomerId_3075,6,46,5290042.0,1,0
CustomerId_3076,1,4,980.0,1,0
CustomerId_3077,5,20,100000.0,1,0
CustomerId_3078,1,573,2438140.0,1,0
CustomerId_3079,16,8,9880.0,1,0
CustomerId_3081,28,2,22000.0,1,0
CustomerId_3083,50,27,26400.0,0,1
CustomerId_3084,1,14,50000.0,1,0
CustomerId_3085,12,13,60000.0,1,0
CustomerId_3087,88,2,1800.0,0,1
CustomerId_3088,5,90,1076209.0,1,0
CustomerId_3089,69,18,266327.0,0,1
CustomerId_3090,36,4,2006200.0,1,0
CustomerId_3091,1,179,288325.0,1,0
CustomerId_3092,2,82,168838.5,1,0
CustomerId_3093,20,5,20000.0,1,0
CustomerId_3096,10,3,4000.0,1,0
CustomerId_3097,11,52,70250.0,1,0
CustomerId_3098,44,1,50000.0,0,1
CustomerId_3102,25,197,1701880.0,1,0
CustomerId_3103,7,77,1780011.0,1,0
CustomerId_3104,2,17,64400.0,1,0
CustomerId_3105,1,199,159548.0,1,0
CustomerId_3107,89,1,10000.0,0,1
CustomerId_3109,13,5,20000.0,1,0
CustomerId_3110,1,20,81000.0,1,0
CustomerId_3111,1,112,563380.0,1,0
CustomerId_3112,44,26,45300.0,0,1
CustomerId_3113,23,13,132083.0,1,0
CustomerId_3115,85,6,2925.0,0,1
CustomerId_3116,13,34,19860.0,1,0
CustomerId_3117,46,1,1000.0,0,1
CustomerId_3118,37,1,500.0,0,1
CustomerId_3120,1,53,98592.0,1,0
CustomerId_3121,2,75,100330.0,1,0
CustomerId_3123,2,57,44709.0,1,0
CustomerId_3124,1,89,158834.0,1,0
CustomerId_3125,82,11,15780.0,0,1
CustomerId_3126,51,12,83100.0,0,1
CustomerId_3127,19,6,45000.0,1,0
CustomerId_3128,76,1,20000.0,0,1
CustomerId_3130,2,2,5200.0,1,0
CustomerId_3133,28,5,151760.0,1,0
CustomerId_3135,12,11,60000.0,1,0
CustomerId_3137,12,9,40000.0,1,0
CustomerId_3138,22,1,500.0,1,0
CustomerId_3140,42,54,47385.0,0,1
CustomerId_3141,62,5,3930.0,0,1
CustomerId_3143,4,7,9920.0,1,0
CustomerId_3145,75,1,500.0,0,1
CustomerId_3147,20,6,20000.0,1,0
CustomerId_3148,70,1,5000.0,0,1
CustomerId_3149,26,1,1000.0,1,0
CustomerId_3150,5,58,45810.0,1,0
CustomerId_3151,23,3,-20.0,1,0
CustomerId_3152,15,1,1500.0,1,0
CustomerId_3153,21,30,33885.0,1,0
CustomerId_3156,24,23,84520.0,1,0
CustomerId_3158,52,1,1000.0,0,1
CustomerId_3159,32,8,20580.0,1,0
CustomerId_3160,53,2,40000.0,0,1
CustomerId_3162,1,7,11820.0,1,0
CustomerId_3163,3,44,91494.5,1,0
CustomerId_3164,1,25,105000.0,1,0
CustomerId_3165,14,19,98558.0,1,0
CustomerId_3166,88,1,1000.0,0,1
CustomerId_3167,6,9,-1730.0,1,0
CustomerId_3168,53,7,8470.0,0,1
CustomerId_3169,75,4,22500.0,0,1
CustomerId_3170,47,1,1000.0,0,1
CustomerId_3171,77,3,58160.0,0,1
CustomerId_3172,3,20,113400.0,1,0
CustomerId_3174,75,12,221468.6,0,1
CustomerId_3175,64,7,23400.0,0,1
CustomerId_3177,12,5,20000.0,1,0
CustomerId_3178,60,5,314000.0,0,1
CustomerId_3179,5,5,20000.0,1,0
CustomerId_3180,3,81,195549.0,1,0
CustomerId_3181,24,18,40920.0,1,0
CustomerId_3183,3,9,40000.0,1,0
CustomerId_3184,5,6,30000.0,1,0
CustomerId_3187,1,70,63790.0,1,0
CustomerId_3188,84,1,5000.0,0,1
CustomerId_3189,11,2,18000.0,1,0
CustomerId_319,23,1,62000.0,1,0
CustomerId_3190,1,34,160000.0,1,0
CustomerId_3191,5,5,20000.0,1,0
CustomerId_3192,5,17,75000.0,1,0
CustomerId_3193,82,9,61244.0,0,1
CustomerId_3194,62,1,10000.0,0,1
CustomerId_3196,61,11,3530.0,0,1
CustomerId_3197,62,1,80000.0,0,1
CustomerId_3198,14,32,265709.0,1,0
CustomerId_320,27,2,40000.0,1,0
CustomerId_3200,28,44,247562.0,1,0
CustomerId_3201,40,2,40000.0,0,1
CustomerId_3202,1,1,1000.0,1,0
CustomerId_3203,60,4,79000.0,0,1
CustomerId_3204,1,426,695912.5,1,0
CustomerId_3205,9,30,29210.0,1,0
CustomerId_3206,60,5,149000.0,0,1
CustomerId_3208,1,20,148950.0,1,0
CustomerId_3209,9,93,77916.25,1,0
CustomerId_321,78,1,200000.0,0,1
CustomerId_3210,68,12,75000.0,0,1
CustomerId_3211,47,6,19000.0,0,1
CustomerId_3212,6,5,1950.0,1,0
CustomerId_3213,5,59,157230.0,1,0
CustomerId_3214,15,1,500.0,1,0
CustomerId_3215,5,4,10000.0,1,0
CustomerId_3217,30,10,27880.0,1,0
CustomerId_3218,59,130,290865.0,0,1
CustomerId_3219,82,8,40000.0,0,1
CustomerId_322,65,1,500.0,0,1
CustomerId_3220,48,7,10980.0,0,1
CustomerId_3221,2,30,26455.0,1,0
CustomerId_3222,27,15,86901.0,1,0
CustomerId_3223,7,45,63150.0,1,0
CustomerId_3224,27,44,123528.8,1,0
CustomerId_3225,6,291,688734.7,1,0
CustomerId_3226,1,5,18600.0,1,0
CustomerId_3229,9,10,13260.0,1,0
CustomerId_323,34,9,747000.0,1,0
CustomerId_3230,24,16,22025.0,1,0
CustomerId_3231,48,1,5000.0,0,1
CustomerId_3232,28,13,61005.0,1,0
CustomerId_3233,1,141,525319.0,1,0
CustomerId_3234,36,3,1000.0,1,0
CustomerId_3235,1,164,144652.0,1,0
CustomerId_3236,86,1,500.0,0,1
CustomerId_3237,18,2,10000.0,1,0
CustomerId_3238,3,74,101826.45,1,0
CustomerId_324,68,1,1000.0,0,1
CustomerId_3240,6,4,950.0,1,0
CustomerId_3241,3,39,118965.0,1,0
CustomerId_3242,47,5,19000.0,0,1
CustomerId_3243,1,47,113918.0,1,0
CustomerId_3245,5,25,100000.0,1,0
CustomerId_3246,12,12,14324.0,1,0
CustomerId_3247,35,10,7900.0,1,0
CustomerId_3248,9,1,1000.0,1,0
CustomerId_3249,12,5,20000.0,1,0
CustomerId_3250,5,35,26550.0,1,0
CustomerId_3251,6,5,13278.0,1,0
CustomerId_3252,6,2,15000.0,1,0
CustomerId_3253,55,3,975.0,0,1
CustomerId_3254,87,1,2000.0,0,1
CustomerId_3255,34,8,60000.0,1,0
CustomerId_3256,68,1,500.0,0,1
CustomerId_3257,12,16,80000.0,1,0
CustomerId_3258,63,5,394000.0,0,1
CustomerId_3259,41,11,39000.0,0,1
CustomerId_3260,19,1,1000.0,1,0
CustomerId_3261,47,5,19200.0,0,1
CustomerId_3262,71,6,4470.0,0,1
CustomerId_3263,12,13,60000.0,1,0
CustomerId_3265,35,323,428469.25,1,0
CustomerId_3266,75,6,29000.0,0,1
CustomerId_3267,26,12,40000.0,1,0
CustomerId_3268,34,3,-510.0,1,0
CustomerId_3269,13,5,20000.0,1,0
CustomerId_327,53,1,500.0,0,1
CustomerId_3270,1,23,102600.0,1,0
CustomerId_3271,55,1,10080.0,0,1
CustomerId_3272,4,29,75992.0,1,0
CustomerId_3273,36,4,500.0,1,0
CustomerId_3274,59,1,1000.0,0,1
CustomerId_3275,47,6,19000.0,0,1
CustomerId_3276,5,52,27190.0,1,0
CustomerId_3278,19,5,20000.0,1,0
CustomerId_3279,41,5,117995.0,0,1
CustomerId_328,1,68,248497.25,1,0
CustomerId_3280,66,6,3610.0,0,1
CustomerId_3282,90,1,1000.0,0,1
CustomerId_3285,6,9,40000.0,1,0
CustomerId_3287,59,3,3750.0,0,1
CustomerId_3288,12,5,20000.0,1,0
CustomerId_3289,2,34,119000.0,1,0
CustomerId_329,34,6,8640.0,1,0
CustomerId_3290,78,10,32678.0,0,1
CustomerId_3291,55,3,18356.0,0,1
CustomerId_3292,2,61,77655.0,1,0
CustomerId_3293,63,2,17000.0,0,1
CustomerId_3294,38,1,3000.0,0,1
CustomerId_3295,30,2,-13200.0,1,0
CustomerId_3296,35,1,1000.0,1,0
CustomerId_3297,12,9,40000.0,1,0
CustomerId_3298,2,6,15650.0,1,0
CustomerId_3299,16,21,206745.0,1,0
CustomerId_330,3,22,100975.0,1,0
CustomerId_3301,53,3,-510.0,0,1
CustomerId_3302,8,3,-50.0,1,0
CustomerId_3303,57,6,24878.0,0,1
CustomerId_3306,38,3,1000.0,0,1
CustomerId_3307,5,48,125744.0,1,0
CustomerId_3308,5,17,80000.0,1,0
CustomerId_3309,6,2,60000.0,1,0
CustomerId_331,46,5,6140.0,0,1
CustomerId_3310,3,43,33440.0,1,0
CustomerId_3311,54,6,19000.0,0,1
CustomerId_3313,57,3,3900.0,0,1
CustomerId_3314,40,2,1000.0,0,1
CustomerId_3315,78,1,23400.0,0,1
CustomerId_3317,6,9,40000.0,1,0
CustomerId_3318,34,10,10260.0,1,0
CustomerId_332,4,1,1000.0,1,0
CustomerId_3320,12,9,40000.0,1,0
CustomerId_3321,6,5,20000.0,1,0
CustomerId_3322,5,6,16000.0,1,0
CustomerId_3323,2,19,155380.0,1,0
CustomerId_3326,33,6,20000.0,1,0
CustomerId_3327,65,1,10000.0,0,1
CustomerId_3328,1,60,65790.0,1,0
CustomerId_3329,4,32,42272.0,1,0
CustomerId_3330,2,120,1754601.0,1,0
CustomerId_3331,58,3,25000.0,0,1
CustomerId_3332,61,11,33159.0,0,1
CustomerId_3333,43,1,2000.0,0,1
CustomerId_3334,52,13,9233.0,0,1
CustomerId_3336,7,4,490.0,1,0
CustomerId_3339,36,3,1000.0,1,0
CustomerId_334,61,33,200000.0,0,1
CustomerId_3340,5,13,45384.0,1,0
CustomerId_3341,16,9,-4000.0,1,0
CustomerId_3343,23,1,1000.0,1,0
CustomerId_3344,12,9,40000.0,1,0
CustomerId_3345,1,5,990.0,1,0
CustomerId_3346,5,8,60000.0,1,0
CustomerId_3347,34,2,3000.0,1,0
CustomerId_3349,58,10,22856.0,0,1
CustomerId_335,8,106,798472.75,1,0
CustomerId_3352,5,18,90000.0,1,0
CustomerId_3353,1,161,149242.0,1,0
CustomerId_3354,5,5,13800.0,1,0
CustomerId_3355,5,5,20000.0,1,0
CustomerId_3356,38,1,5000.0,0,1
CustomerId_3357,13,6,5960.0,1,0
CustomerId_3359,3,3,-525.0,1,0
CustomerId_336,1,37,134560.0,1,0
CustomerId_3360,47,6,19000.0,0,1
CustomerId_3361,40,2,2000.0,0,1
CustomerId_3363,2,36,72350.5,1,0
CustomerId_3364,35,1,2000.0,1,0
CustomerId_3365,1,5,21980.0,1,0
CustomerId_3366,6,7,57300.0,1,0
CustomerId_337,44,7,192400.0,0,1
CustomerId_3371,1,299,1251763.68,1,0
CustomerId_3373,56,12,32000.0,0,1
CustomerId_3374,5,94,325308.0,1,0
CustomerId_3375,42,1,300.0,0,1
CustomerId_3376,68,2,2000.0,0,1
CustomerId_3377,75,5,1950.0,0,1
CustomerId_3378,65,1,80000.0,0,1
CustomerId_3379,9,44,94320.0,1,0
CustomerId_338,38,2,55000.0,0,1
CustomerId_3380,19,5,20000.0,1,0
CustomerId_3381,38,3,0.0,0,1
CustomerId_3385,24,24,288382.0,1,0
CustomerId_3386,64,6,2930.0,0,1
CustomerId_3387,73,4,8000.0,0,1
CustomerId_3388,12,5,19000.0,1,0
CustomerId_3389,2,96,167700.0,1,0
CustomerId_3390,1,58,45720.0,1,0
CustomerId_3391,4,121,222134.0,1,0
CustomerId_3392,25,6,1490.0,1,0
CustomerId_3397,1,19,36318.0,1,0
CustomerId_3398,86,16,44880.0,0,1
CustomerId_3399,5,45,46135.0,1,0
CustomerId_340,43,9,7790.0,0,1
CustomerId_3400,79,2,490.0,0,1
CustomerId_3401,3,16,51922.0,1,0
CustomerId_3402,9,2,3000.0,1,0
CustomerId_3403,11,26,58661.2,1,0
CustomerId_3404,57,6,6940.0,0,1
CustomerId_3405,9,189,226930.0,1,0
CustomerId_3407,48,13,28560.0,0,1
CustomerId_3408,47,6,19000.0,0,1
CustomerId_341,2,34,225587.0,1,0
CustomerId_3410,48,6,4900.0,0,1
CustomerId_3412,68,6,19000.0,0,1
CustomerId_3413,77,6,10350.0,0,1
CustomerId_3414,83,1,1000.0,0,1
CustomerId_3415,5,471,1388920.0,1,0
CustomerId_3416,84,4,3800.0,0,1
CustomerId_3417,48,5,19000.0,0,1
CustomerId_3418,6,5,20000.0,1,0
CustomerId_3419,1,67,104785.0,1,0
CustomerId_3420,1,22,50000.0,1,0
CustomerId_3421,20,1,100000.0,1,0
CustomerId_3422,1,131,204271.7,1,0
CustomerId_3424,51,2,1000.0,0,1
CustomerId_3425,62,1,1000.0,0,1
CustomerId_3426,60,1,2000.0,0,1
CustomerId_3427,3,116,248647.0,1,0
CustomerId_3428,88,7,19900.0,0,1
CustomerId_343,12,18,80000.0,1,0
CustomerId_3430,2,21,66805.0,1,0
CustomerId_3431,8,8,8000.0,1,0
CustomerId_3432,59,98,109355.67,0,1
CustomerId_3433,55,24,37103.1,0,1
CustomerId_3434,47,6,19000.0,0,1
CustomerId_3435,4,4,16800.0,1,0
CustomerId_3436,70,7,5244.0,0,1
CustomerId_3437,47,6,19000.0,0,1
CustomerId_3438,4,35,40585.0,1,0
CustomerId_3439,1,37,130000.0,1,0
CustomerId_3440,14,22,19350.0,1,0
CustomerId_3441,76,7,15999.0,0,1
CustomerId_3442,1,130,194956.0,1,0
CustomerId_3443,90,3,1980.0,0,1
CustomerId_3444,51,29,10941.0,0,1
CustomerId_3445,6,54,26460.0,1,0
CustomerId_3447,5,21,37394.0,1,0
CustomerId_3448,64,1,1000.0,0,1
CustomerId_3449,11,18,9755.0,1,0
CustomerId_345,9,5,2950.0,1,0
CustomerId_3451,1,7,30800.0,1,0
CustomerId_3452,2,130,499238.0,1,0
CustomerId_3453,3,37,21945.0,1,0
CustomerId_3454,6,86,334400.0,1,0
CustomerId_3456,70,1,1000.0,0,1
CustomerId_3457,73,3,18356.0,0,1
CustomerId_3458,82,2,3000.0,0,1
CustomerId_3459,21,10,-3540.0,1,0
CustomerId_3461,1,11,2390.0,1,0
CustomerId_3462,58,7,5940.0,0,1
CustomerId_3463,24,117,346790.0,1,0
CustomerId_3464,16,20,111825.0,1,0
CustomerId_3465,33,6,20000.0,1,0
CustomerId_3466,39,3,0.0,0,1
CustomerId_3467,8,45,1073992.0,1,0
CustomerId_3468,55,26,80000.0,0,1
CustomerId_347,59,6,6000.0,0,1
CustomerId_3470,6,9,6735.0,1,0
CustomerId_3471,21,26,212200.0,1,0
CustomerId_3473,86,5,22000.0,0,1
CustomerId_3474,1,52,40786.0,1,0
CustomerId_3475,26,14,85616.0,1,0
CustomerId_3476,59,18,619068.2,0,1
CustomerId_3477,24,35,194694.25,1,0
CustomerId_3478,18,6,4410.0,1,0
CustomerId_3479,6,4,1960.0,1,0
CustomerId_348,69,5,3900.0,0,1
CustomerId_3482,73,11,39000.0,0,1
CustomerId_3483,47,5,900.0,0,1
CustomerId_3485,22,1,500.0,1,0
CustomerId_3486,27,2,3000.0,1,0
CustomerId_3487,6,110,83705.0,1,0
CustomerId_3488,35,1,30000.0,1,0
CustomerId_3489,5,5,20000.0,1,0
CustomerId_349,6,40,56725.0,1,0
CustomerId_3490,34,1,1000.0,1,0
CustomerId_3491,7,22,48026.0,1,0
CustomerId_3492,32,4,-11000.0,1,0
CustomerId_3493,22,6,15900.0,1,0
CustomerId_3494,8,7,13250.0,1,0
CustomerId_3495,38,2,1000.0,0,1
CustomerId_3496,1,39,99145.6,1,0
CustomerId_3497,42,58,228715.0,0,1
CustomerId_3498,7,9,643971.0,1,0
CustomerId_350,1,18,70000.0,1,0
CustomerId_3500,53,4,1900.0,0,1
CustomerId_3501,46,296,708936.0,1,0
CustomerId_3503,16,3,-510.0,1,0
CustomerId_3504,31,36,87850.0,1,0
CustomerId_3505,3,1,1500.0,1,0
CustomerId_3506,5,17,28135.0,1,0
CustomerId_3507,41,11,6350.0,0,1
CustomerId_3508,76,14,28900.0,0,1
CustomerId_3509,10,42,32753.15,1,0
CustomerId_351,34,2,550.0,1,0
CustomerId_3510,19,2,14860.0,1,0
CustomerId_3511,3,47,107890.0,1,0
CustomerId_3512,65,3,-20.0,0,1
CustomerId_3513,34,6,3870.0,1,0
CustomerId_3515,2,86,216246.9,1,0
CustomerId_3516,77,2,980.0,0,1
CustomerId_3517,31,21,70650.0,1,0
CustomerId_3519,60,24,19995.0,0,1
CustomerId_352,2,49,190334.0,1,0
CustomerId_3520,16,1,1000.0,1,0
CustomerId_3521,51,30,23170.0,0,1
CustomerId_3522,72,3,-20.0,0,1
CustomerId_3523,90,1,1000.0,0,1
CustomerId_3524,1,44,31150.0,1,0
CustomerId_3525,2,113,214630.0,1,0
CustomerId_3526,16,10,22350.0,1,0
CustomerId_3527,60,1,4500.0,0,1
CustomerId_3528,60,2,110000.0,0,1
CustomerId_3530,1,123,371667.5,1,0
CustomerId_3533,67,1,1000.0,0,1
CustomerId_3534,52,4,58200.0,0,1
CustomerId_3535,1,98,265434.0,1,0
CustomerId_3536,33,6,20000.0,1,0
CustomerId_3537,63,1,80000.0,0,1
CustomerId_3540,26,11,270000.0,1,0
CustomerId_3541,12,14,17550.0,1,0
CustomerId_3542,56,5,317000.0,0,1
CustomerId_3543,10,140,277626.0,1,0
CustomerId_3545,59,6,6800.0,0,1
CustomerId_3547,5,2,10000.0,1,0
CustomerId_3548,23,4,6000.0,1,0
CustomerId_3549,1,49,389432.92,1,0
CustomerId_355,47,7,39000.0,0,1
